"intercept","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","n","model"
TRUE,1.19923293446964,0.6225459857054,0.928028260654755,0.172376600061094,0.104326576875156,0.0703412284714742,399,"cheng_hrt"
TRUE,1.21010113355571,0.575683833627957,0.945580396654926,0.215885557555856,0.131051785870835,0.126031780244362,351,"cheng_hrt_load"
TRUE,1.22862146206504,0.562048796477694,0.944098135023882,0.198559349304604,0.12846371870289,0.135048101804815,339,"cheng_hrt_conc"
