"","vec"
"534",41469.6005874026
"535",51674.1273920582
"536",36504.920909598
"537",48373.8487943191
"538",50932.5339982221
"539",46612.3503950316
"540",34060.4307500358
"541",35033.5846359633
"542",48255.5550540548
"543",40880.9029820639
"544",50400.9148856708
"545",33168.9420135491
"546",43185.8474875327
"547",52844.894159599
"548",38380.1352393942
"549",49184.772197565
"550",36039.1779612384
"551",52656.7842061689
"552",30260.0665493683
"553",35976.4927954815
"554",39755.1778191449
"555",29173.4495413589
"556",42826.1227324459
"557",39469.5933919411
"558",47965.5197707233
"559",51752.3714958809
"560",50599.6907507905
"561",43900.218157924
"562",45568.4016466574
"563",57926.1793852316
"564",34322.0532263483
"565",42779.0631901876
"566",49097.5928056535
"567",43926.3641842762
"568",43448.4224540038
"569",35373.206038929
"570",58774.8240412333
"571",44864.2788399603
"572",48637.4644963541
"573",41989.2413054228
"574",52139.9267997753
"575",42528.3849779642
"576",42374.5195008082
"577",36737.9529562406
"578",45963.1742704733
"579",39245.9603585209
"580",45312.7031408559
"581",32119.7904196059
"582",41990.7458069702
"583",31819.0656237795
"584",34168.9100521907
"585",44048.2250303866
"586",38434.5715855429
"587",49320.1767929895
"588",38704.4706750825
"589",41609.0614357153
"590",29119.5474598427
"591",36678.0610830918
"592",44689.3072209993
"593",42619.0577725446
"594",44155.9137321933
"595",43010.1720433653
"596",42118.6447768248
"597",32572.8809861586
"598",39193.4808769664
"599",50336.8137889117
"600",37599.4480112488
"601",35152.8724279634
"602",61871.0253216945
"603",42389.7096080977
"604",43495.7116329525
"605",34442.2762265598
"606",38019.4348000041
"607",47322.6141108542
"608",40954.9789305407
"609",49867.3275405478
"610",49176.1240626509
"611",37489.2384626652
"612",44213.5100735121
"613",40458.7732389477
"614",34711.7989168917
"615",38929.4976800488
"616",38444.0910805334
"617",57963.5185501961
"618",40366.4995781774
"619",44826.3725900834
"620",46285.5485996047
"621",38485.5834418544
"622",38937.2869648199
"623",46337.8794461109
"624",49826.4109836758
"625",35988.4480613258
"626",55935.9268721137
"627",37572.8704260452
"628",63155.1424173134
"629",50819.9097961254
"630",41654.0921769269
"631",36649.1472731522
"632",44087.848978142
"633",25614.3889290142
"634",38741.0184552704
"635",39313.4416776916
"636",35804.3243146127
"637",42360.4112148652
"638",38359.0135548867
"639",43601.0736830205
"640",38820.2036729107
"641",38757.3578941522
"642",45305.7124867106
"643",37701.9209153016
"644",53849.759341613
"645",32860.1505363288
"646",55503.303644607
"647",52055.979478354
"648",41969.7697568486
"649",53931.6523095616
"650",42274.9066261226
"651",27421.6945580065
"652",35537.9710663875
"653",32357.5177359811
"654",33304.3478178584
"655",65191.4360252977
"656",38003.0454573399
"657",38635.7017238826
"658",44137.1558283874
"659",43322.6628668147
"660",39675.1203094301
"661",38246.9518464366
"662",33477.8522361086
"663",49615.1747870139
"664",38611.289219625
"665",56971.3440173589
"666",38733.8691250106
"667",52337.267905282
"668",50099.1068517119
"669",43152.8205280938
"670",35660.5655393517
"671",36596.41672353
"672",39491.7784616874
"673",43734.0532042334
"674",37859.8424537637
"675",39105.4889698151
"676",48572.9349941359
"677",39829.3355137334
"678",27247.4690200145
"679",36283.8527645528
"680",40962.7681427759
"681",38210.6449731995
"682",37917.2233137825
"683",44333.8970338325
"684",43675.8810382954
"685",34658.8405825381
"686",52022.6553302228
"687",50677.0862726098
"688",46153.0876989553
"689",56252.7480873852
"690",45181.5968249553
"691",45726.9012652482
"692",39330.0651297003
"693",39623.5100366518
"694",43782.8873754483
"695",43932.1428365889
"696",35271.3354915205
"697",56895.682700748
"698",30059.9257151102
"699",39931.4940109843
"700",48322.2847534907
"701",43326.8612198497
"702",48542.7650823381
"703",44867.6647695064
"704",37046.0201994301
"705",45918.7272611066
"706",43911.1855863806
"707",46418.7490179301
"708",45991.4009468627
"709",34597.8620144765
"710",29933.5935228083
"711",32801.4337207551
"712",44352.5958755505
"713",40809.4855957736
"714",43682.8443468209
"715",28124.8010672744
"716",36341.9553554293
"717",36206.5530570041
"718",46646.4993804732
"719",53790.5329901187
"720",43746.658165816
"721",50330.7576553657
"722",45482.7365183916
"723",40699.104919256
"724",46565.3557806561
"725",38815.8948994702
"726",33692.0908640332
"727",31960.249866362
"728",38310.8598014174
"729",46968.7822596076
"730",44764.2603462922
"731",42450.9179813122
"732",41175.8833666145
"733",31985.6174398698
"734",48809.1190804808
"735",53630.5654982462
"736",57066.7246136901
"737",34344.7955525548
"738",37389.5510215929
"739",37747.5121893197
"740",39003.5589484445
"741",41132.5466757797
"742",60804.4995279269
"743",45138.7994555118
"744",39737.7118564178
"745",40618.6685468423
"746",55920.684569194
"747",37843.8592911102
"748",35200.4149111286
"749",32768.4021966139
"750",39137.4955397315
"751",54161.9218363753
"752",46051.2137959206
"753",46086.985489759
"754",40759.2969976022
"755",39589.9050767884
"756",40523.8515650126
"757",38922.5495041618
"758",39339.1916035407
"759",38185.1784628561
"760",27096.0722850494
"761",45800.4011433096
"762",40448.8276818914
"763",46030.4476393391
"764",44953.712875416
"765",42042.0110062692
"766",40543.9291501124
"767",40821.4944141493
"768",35088.9187242773
"769",33277.1665050846
"770",38184.7641508245
"771",51229.168770127
"772",39971.66742081
"773",48753.7629009986
"774",39146.225827844
"775",44894.4671221512
"776",49586.9746328549
"777",38192.898439613
"778",39307.1051903462
"779",33811.9069335834
"780",32501.8903682587
"781",51571.8794462204
"782",40061.8824083415
"783",52512.0572761469
"784",33737.0168181493
"785",31637.6741788312
"786",36929.0059766391
"787",30870.540416302
"788",36366.8892876968
"789",43035.4300605388
"790",64180.6227539868
"791",42647.6964593743
"792",36324.4072530385
"793",37203.030000853
"794",45057.2110355993
"795",43841.5008395297
"796",41040.2834403315
"797",32462.3056855511
"798",38293.9182400007
"799",34422.3969388139
"800",43745.3269693814
"801",37409.6232237462
"802",39289.3526257868
"803",39431.3013841788
"804",39476.7304592852
"805",59262.2876579606
"806",41355.8578187174
"807",40359.1868453935
"808",41434.6268318774
"809",33756.2756283748
"810",47544.2872802254
"811",38532.8691204364
"812",36395.1929352228
"813",39479.741537296
"814",43915.5780853211
"815",37013.8999213791
"816",37800.6531748008
"817",36700.2573613159
"818",35253.4659659565
"819",59972.360464694
"820",42630.7414903847
"821",37453.8229619129
"822",39844.6701679406
"823",37722.3440212045
"824",47964.9002286307
"825",38921.7755482325
"826",50966.8617072174
"827",37166.4764014293
"828",46423.4309775491
"829",39887.9060972482
"830",41832.299153351
"831",47006.8623398892
"832",45817.4031096044
"833",42232.2901116645
"834",36332.2702717945
"835",55174.0470896432
"836",49021.0916390118
"837",49898.2053925212
"838",39824.8807465389
"839",41295.5888513204
"840",59114.9644172492
"841",34949.2234608738
"842",48835.6169176847
"843",30432.2111703973
"844",32195.7360964875
"845",39480.0992170787
"846",39169.6662128988
"847",43808.3610482377
"848",35132.8611916036
"849",38323.4324623578
"850",38974.3938397291
"851",48338.7050455622
"852",41490.4991899426
"853",46468.3992993784
"854",31739.7914125867
"855",53044.9601053068
"856",36414.2066260654
"857",49877.0243749588
"858",32608.5823925552
"859",41007.4890990319
"860",30491.609099977
"861",42041.4373577243
"862",47499.5311463638
"863",38065.3794318119
"864",37428.9168395205
"865",47027.5543269725
"866",38608.8522555081
"867",42995.1193497597
"868",45802.1791784146
"869",46887.8305703473
"870",35435.1362280235
"871",44439.3568383919
"872",48682.5323806901
"873",32959.1584579442
"874",58177.7331358741
"875",43710.9251114247
"876",45032.3019748606
"877",53304.9651503237
"878",41074.0914779123
"879",45730.2413680142
"880",58259.2349815902
"881",33654.9294934751
"882",33307.0840352432
"883",35227.187158659
"884",48765.4277812846
"885",50492.1793236933
"886",33024.6384527762
"887",38504.2246407851
"888",33202.3050585279
"889",38057.0102977413
"890",42332.6493999465
"891",52763.0393174634
"892",33705.0078962209
"893",35487.0334670409
"894",34013.4192489349
"895",34789.4352057087
"896",43515.0928672376
"897",48633.0021195217
"898",39271.7058948224
"899",51941.1579062105
"900",39914.5383829713
"901",52765.3671999879
"902",41653.4933274162
"903",28614.0081802073
"904",29915.8688978633
"905",42776.0209068312
"906",41437.6853193619
"907",47488.0411905447
"908",39248.4455151018
"909",31494.9576158251
"910",41366.2010644665
"911",45832.6405343502
"912",49117.9558085853
"913",45955.4377602275
"914",36151.0777660314
"915",44672.0896840932
"916",40152.3915490378
"917",33895.217088139
"918",48932.3267958953
"919",32719.4759418693
"920",40945.8503358743
"921",41499.3684809262
"922",52754.965675027
"923",38403.4270720349
"924",42605.3575389562
"925",40308.2213128074
"926",40108.7709252025
"927",49969.5588806564
"928",37061.5589658888
"929",36582.6151814837
"930",43517.3249477453
"931",37007.284190273
"932",46767.304319523
"933",59506.3043266304
"934",43599.7890869941
"935",40130.0440680131
"936",55745.3695715544
"937",48524.1582079106
"938",35397.9989797991
"939",53915.8931347441
"940",30316.8187726853
"941",43951.1386808793
"942",43219.6553257023
"943",34727.3758553191
"944",36106.9772468382
"945",41668.384849774
"946",37160.6977363548
"947",44729.0398510436
"948",54243.168854034
"949",30672.0417363614
"950",39722.2858165056
"951",48520.5809630383
"952",45959.8941246047
"953",34493.5532260898
"954",35957.8043310553
"955",37475.5713008752
"956",41800.9759509193
"957",50724.3414518675
"958",50069.7245393308
"959",32766.0343795692
"960",41495.6501740986
"961",44199.950821544
"962",40685.224560911
"963",64785.1886696313
"964",40757.8676044124
"965",43199.7696577599
"966",46853.1992157962
"967",36908.9663608107
"968",41894.2280652764
"969",51051.9185561493
"970",45789.8553024432
"971",58988.7094600441
"972",45004.6946635056
"973",38886.4085315318
"974",46130.6117199339
"975",39904.5904503834
"976",40741.146933299
"977",42595.1185765295
"978",28975.0119724511
"979",46235.5459129517
"980",60045.3113556105
"981",46147.1935181046
"982",42235.2922053081
"983",48493.2637882579
"984",42345.9453840417
"985",37339.200915926
"986",31788.5923444754
"987",41353.8290202965
"988",44592.3588410951
"989",42724.2976838464
"990",39854.2212918602
"991",33221.8407642448
"992",44520.4773749182
"993",34289.5756019342
"994",46211.1046155241
"995",40534.3463837403
"996",42375.6457969754
"997",45846.1527271931
"998",35732.8035372036
"999",35063.7709369426
"1000",48790.1391194061
"1001",125245.895510124
"1002",41463.1302091999
"1003",68640.1230765599
"1004",41417.6982518915
"1005",42684.9792347884
"1006",29698.8819078329
"1007",34440.0705103239
"1008",34401.2591833301
"1009",42393.2510274628
"1010",31126.6478658589
"1011",39024.290502217
"1012",41662.4995942733
"1013",46124.2831805518
"1014",31033.0631184745
"1015",33435.5093867314
"1016",38552.0362506605
"1017",40388.7722886991
"1018",35560.7747705888
"1019",37725.4145814661
"1020",33873.9566961281
"1021",41007.921931385
"1022",49947.7648595575
"1023",34692.5884703775
"1024",35200.4025507491
"1025",50647.004077261
"1026",41016.833047218
"1027",43546.5221489243
"1028",34081.8919651349
"1029",40562.8825797474
"1030",44011.6081177124
"1031",34006.0490957243
"1032",25096.421343196
"1033",49437.3836655912
"1034",38734.3195903166
"1035",39562.2490238722
"1036",36959.6030780877
"1037",41279.4040993333
"1038",36421.2411366379
"1039",47297.2652568218
"1040",44934.3797845454
"1041",41258.4024958237
"1042",44907.4652966506
"1043",29179.9484854452
"1044",46168.3939325114
"1045",39962.782440763
"1046",47016.7077510853
"1047",35940.7241800348
"1048",41835.5099960868
"1049",40537.5051622113
"1050",35677.7250134972
"1051",40674.4377862698
"1052",42845.4198937041
"1053",41974.2150687285
"1054",33215.7948029872
"1055",37303.1581348401
"1056",40250.286684988
"1057",38284.8279681682
"1058",35704.7331958314
"1059",43282.743281378
"1060",40117.4564322966
"1061",34443.5079833774
"1062",42625.0416192632
"1063",39715.746455723
"1064",40027.0865766461
"1065",40079.3449426032
"1066",41106.571088509
"1067",41815.7926811412
"1068",53306.611529926
"1069",36702.6823548872
"1070",41087.643077794
"1071",32639.222459929
"1072",44143.4277490645
"1073",42734.5130162336
"1074",52821.8113609541
"1075",49442.27853863
"1076",46954.9202538707
"1077",42529.854856602
"1078",44364.9303715975
"1079",57052.7549906548
"1080",41106.6210309806
"1081",41679.1148469383
"1082",42155.6577681827
"1083",33310.6727773015
"1084",51420.3356103208
"1085",33666.9707088423
"1086",51198.6309287679
"1087",36181.6596061278
"1088",38212.1489285393
"1089",42315.1341084967
"1090",32791.1312049327
"1091",36508.008161873
"1092",53506.1316101423
"1093",42637.0207928438
"1094",44600.7764993086
"1095",42943.7534087826
"1096",31327.1116048652
"1097",39697.8130488009
"1098",51798.8207762366
"1099",44443.3003296386
"1100",36456.0304348234
"1101",43079.0563027645
"1102",45518.2570528608
"1103",57875.1270422814
"1104",50587.6723663486
"1105",36564.5068675078
"1106",29390.1114055184
"1107",56683.5816998699
"1108",48314.4352072866
"1109",45157.258279753
"1110",37496.2590943075
"1111",34980.0137087808
"1112",49530.3298441159
"1113",31881.9310040701
"1114",43816.7175606415
"1115",39418.2716616524
"1116",36463.7771868714
"1117",47395.2632190103
"1118",44574.49666682
"1119",49094.2796644022
"1120",45248.9840654168
"1121",47711.1555376441
"1122",42176.3212014566
"1123",49525.1137286606
"1124",41439.2158137467
"1125",45833.8512286619
"1126",57468.3368353189
"1127",38848.2920908298
"1128",50204.160654952
"1129",39774.6674805521
"1130",43462.7943533902
"1131",46748.5340848277
"1132",39636.6564910755
"1133",44579.6361934605
"1134",36829.1628236359
"1135",37826.5088468596
"1136",44223.111172937
"1137",46756.5398113951
"1138",41543.0990898265
"1139",28017.9302605004
"1140",31425.2835109146
"1141",49238.2427453903
"1142",75449.2772355897
"1143",42554.6722915147
"1144",44702.4186531593
"1145",41256.7271771478
"1146",37277.0033550745
"1147",36918.8842491675
"1148",40960.7435300729
"1149",76830.6473179719
"1150",40568.3727115209
"1151",36240.6490337971
"1152",52121.6244798665
"1153",58689.7097572522
"1154",49723.5231756171
"1155",32721.9652371576
"1156",39913.8073346828
"1157",44271.7289429321
"1158",41105.1250512009
"1159",47948.3909812339
"1160",40865.3293141106
"1161",49494.2896049585
"1162",35584.1497320277
"1163",52248.4233373886
"1164",46199.5992679149
"1165",56064.0761836285
"1166",50497.9530829871
"1167",45213.9353166984
"1168",49869.9337745049
"1169",34020.4789136714
"1170",31892.7493654086
"1171",29899.7865992404
"1172",39130.6009254483
"1173",33676.890203011
"1174",35731.2717097304
"1175",39684.6434118856
"1176",37257.079010519
"1177",53542.7544125661
"1178",44724.7841144426
"1179",58704.8948933729
"1180",51354.5657382039
"1181",52311.3575124428
"1182",36982.2596211883
"1183",42604.4314694732
"1184",40371.9640353804
"1185",35158.0237806092
"1186",43271.3711326873
"1187",34709.2006727073
"1188",39125.8542385092
"1189",67517.6184615702
"1190",36637.1867755262
"1191",46759.9071241801
"1192",60593.5607641077
"1193",53793.2325937051
"1194",50129.5585774584
"1195",47710.7381920985
"1196",46335.5655124496
"1197",35382.6857301829
"1198",31536.3270330368
"1199",45860.9167073384
"1200",46505.5339727193
"1201",40608.0790547404
"1202",31367.1658121918
"1203",39996.0565268486
"1204",44998.0167890572
"1205",44065.8276805572
"1206",43474.8550966635
"1207",49787.2848676241
"1208",38692.6151795699
"1209",50502.6355065816
"1210",37025.2899561174
"1211",42200.8492302288
"1212",33047.3833430482
"1213",49384.4741664016
"1214",38494.9170137995
"1215",73913.1422756747
"1216",41460.7926677386
"1217",44485.6799625688
"1218",38471.5490929337
"1219",37239.8793712935
"1220",42197.2971737517
"1221",39509.7480528505
"1222",37075.9463595323
"1223",30016.8566927297
"1224",37912.4619198727
"1225",47278.4662822868
"1226",42899.5307622546
"1227",50626.1980631591
"1228",52159.776411752
"1229",36687.9353638366
"1230",40602.4021533786
"1231",51914.9864073386
"1232",43735.6861848612
"1233",80881.7091437198
"1234",47394.0912893093
"1235",43270.9835291271
"1236",40722.716924669
"1237",34375.0432596075
"1238",48637.8882862621
"1239",45733.7951564179
"1240",46640.5260341804
"1241",39531.481096142
"1242",50256.2143114751
"1243",42460.2359616592
"1244",45685.0360891543
"1245",30733.3749964488
"1246",38343.5320149787
"1247",48792.8212711087
"1248",46692.4724642381
"1249",50203.6091254442
"1250",49669.7258756617
"1251",37633.5073506391
"1252",28196.9850612805
"1253",45772.5807150946
"1254",42794.1743290483
"1255",35470.4230043401
"1256",35436.2893835179
"1257",36354.8489660616
