"","vec"
"2679",27841.4942838447
"2680",42169.5756726693
"2681",25183.6903197922
"2682",29196.0908795684
"2683",31186.1862749874
"2684",29347.7972399194
"2685",31670.1826477085
"2686",36743.9135618126
"2687",23466.7062523896
"2688",26977.214825682
"2689",21793.1220739801
"2690",27923.923188308
"2691",35978.7141836705
"2692",40039.3096337437
"2693",27672.3659527205
"2694",33029.2740466822
"2695",29460.7493612612
"2696",24760.3738906149
"2697",32235.2733448819
"2698",30218.5153606889
"2699",27932.7602793868
"2700",35921.3311629504
"2701",31901.4110847123
"2702",23178.2514350243
"2703",30455.8384386566
"2704",24685.6006906953
"2705",34412.4610954836
"2706",19951.6498885516
"2707",24885.6717053452
"2708",23469.8240091811
"2709",39909.7339800458
"2710",46722.6271466688
"2711",33321.230878941
"2712",20884.304380446
"2713",24016.022611456
"2714",35361.8821825331
"2715",19625.8833807401
"2716",28041.9387924448
"2717",32608.2449621535
"2718",29636.1658586502
"2719",29172.852320097
"2720",24765.2618481331
"2721",42519.757570039
"2722",35642.6237284306
"2723",32514.0129909907
"2724",28571.6724454776
"2725",50507.4880413413
"2726",36743.2466202459
"2727",27054.8556248618
"2728",43985.044805949
"2729",40377.105346315
"2730",36331.6059367513
"2731",33064.0303582819
"2732",31213.1524915731
"2733",32190.6956346593
"2734",26592.6192791517
"2735",31346.4744595048
"2736",24349.9364467637
"2737",28488.8565512074
"2738",29464.8275764567
"2739",24293.6199832169
"2740",27258.8876822803
"2741",38893.5706743218
"2742",30250.6846443916
"2743",47385.0435746795
"2744",42990.7030089067
"2745",24869.0036920667
"2746",22641.1020635868
"2747",30427.3689312274
"2748",28146.0938873015
"2749",30851.4855895929
"2750",30755.2675796431
"2751",32651.6174384211
"2752",32272.4573316476
"2753",23270.6715205408
"2754",35984.874715987
"2755",25029.0599929927
"2756",39383.6970674431
"2757",27874.8617835008
"2758",49617.1586792696
"2759",31585.0853034999
"2760",25191.3302102243
"2761",28450.412317057
"2762",27067.8601035866
"2763",31616.8092013964
"2764",39671.6764984288
"2765",21516.3694219958
"2766",26425.6828770395
"2767",30278.5281152933
"2768",33108.0323935051
"2769",23573.5758149248
"2770",24895.6753451468
"2771",29651.0015896961
"2772",28940.4365293819
"2773",26130.2574498205
"2774",27542.5574825061
"2775",28994.3527112555
"2776",25398.3632553198
"2777",26461.8897633067
"2778",28697.9105127206
"2779",47251.9244969782
"2780",30359.3546803197
"2781",31480.5466544655
"2782",25296.7925540781
"2783",34718.8769724828
"2784",34647.6839579742
"2785",21375.3483807707
"2786",30635.1088261785
"2787",29866.9216695968
"2788",40478.0118699789
"2789",27637.716897335
"2790",35783.1667512977
"2791",23259.3897020643
"2792",34712.5831340377
"2793",18409.6534632846
"2794",17614.4622248204
"2795",26454.9263871194
"2796",33044.1622434931
"2797",35971.074698823
"2798",24635.1401578608
"2799",24640.9029389378
"2800",28103.720920032
"2801",24404.4236923056
"2802",31145.8861661688
"2803",27930.9631289271
"2804",43315.435665956
"2805",27663.8413232603
"2806",27566.0669284807
"2807",39068.1106115197
"2808",29657.3589639787
"2809",57519.7002434253
"2810",22393.7623487798
"2811",35344.493351199
"2812",46572.7441958151
"2813",26609.737148654
"2814",23871.2482626513
"2815",27243.1415934637
"2816",28742.2016605002
"2817",31005.2304196445
"2818",26290.6230577208
"2819",37733.4467698614
"2820",41606.1712040333
"2821",37559.0413351109
"2822",34799.5727236941
"2823",47632.8093382999
"2824",41880.7745772785
"2825",33362.6077483892
"2826",32318.5386915209
"2827",41209.3974797432
"2828",32783.6574012763
"2829",21534.3651867664
"2830",29512.5619997437
"2831",31046.2186846871
"2832",24634.058850133
"2833",33036.6908578347
"2834",30324.3162068282
"2835",32452.5755492144
"2836",27247.4534584776
"2837",29756.1904816498
"2838",57732.1989673036
"2839",26773.1175570486
"2840",31430.3366787879
"2841",37368.8610611599
"2842",30746.0419271378
"2843",23270.062618683
"2844",28008.6665245054
"2845",29002.6501044219
"2846",23981.4524204977
"2847",39033.219878469
"2848",31954.4106396724
"2849",34907.9480309553
"2850",39387.7504087304
"2851",22734.8262264473
"2852",22245.3639296588
"2853",28986.3046317331
"2854",28148.6666357188
"2855",27097.4723879813
"2856",30669.7164029062
"2857",34806.8033477251
"2858",31239.684882066
"2859",24968.0747499123
"2860",45324.4288632516
"2861",30475.1501909133
"2862",45822.0989448648
"2863",27293.6083950278
"2864",31211.7105318139
"2865",21508.4077020776
"2866",26126.6166582356
"2867",30695.6275786996
"2868",23645.6787437802
"2869",24341.4159959112
"2870",24793.9742382355
"2871",40285.1547664981
"2872",33320.4469464523
"2873",34237.5466590442
"2874",28852.4659769573
"2875",38115.5495758655
"2876",29914.1277703544
"2877",29029.9292297315
"2878",20576.7022537692
"2879",37663.7767123349
"2880",46600.3163542252
"2881",33152.5022238371
"2882",32361.6853280996
"2883",19787.7251461539
"2884",25847.0921729267
"2885",35261.5211037512
"2886",32987.856391732
"2887",26521.4269392814
"2888",19678.0080570552
"2889",28548.1567962142
"2890",27542.186186491
"2891",41145.387212862
"2892",24171.1702832916
"2893",35486.9824447768
"2894",29608.1381895588
"2895",24825.5046599331
"2896",23476.2218646368
"2897",36479.5639738026
"2898",38969.3956618167
"2899",31588.3820135794
"2900",29839.56273834
"2901",31089.8654353574
"2902",23257.3666745477
"2903",37206.2597698288
"2904",28889.5263784689
"2905",26796.8000134228
"2906",16249.8080691808
"2907",24562.4950440607
"2908",31675.0407709081
"2909",27031.0910360903
"2910",27528.3176791746
"2911",36283.7271756555
"2912",22354.3783350345
"2913",24087.7626061055
"2914",28027.3451947942
"2915",30059.9305829236
"2916",27991.9526252019
"2917",28404.1519559251
"2918",24747.3981987958
"2919",32436.7002354378
"2920",18667.076766617
"2921",29564.333935065
"2922",33975.9735285006
"2923",28767.7020771535
"2924",29239.4316372139
"2925",28846.5402478887
"2926",38037.9574159799
"2927",35344.7532828673
"2928",32714.9618221047
"2929",25477.6394167236
"2930",25871.6899087596
"2931",30299.1926806318
"2932",40786.0893200985
"2933",25740.3602847629
"2934",30062.3276935181
"2935",27676.1280027778
"2936",33830.8137345068
"2937",27989.7477827587
"2938",29675.3159437464
"2939",26349.7792990338
"2940",23506.2879098762
"2941",37696.7604812902
"2942",32317.6250540759
"2943",29178.3749393987
"2944",36941.4287073274
"2945",39412.3889771581
"2946",37461.2712245263
"2947",44131.4524197663
"2948",27831.8807887313
"2949",29514.5471838828
"2950",31805.5052914222
"2951",32327.7684152583
"2952",28916.9826365939
"2953",38172.9913255478
"2954",28556.6300844673
"2955",39725.5586134852
"2956",31180.8648916894
"2957",37324.8048080885
"2958",33147.1651327534
"2959",43816.7090213183
"2960",28827.4145865564
"2961",25570.224194925
"2962",35223.9570562598
"2963",36240.5963611892
"2964",45051.298897761
"2965",30959.6918577474
"2966",41533.3750918483
"2967",42874.0175687347
"2968",34724.7474382624
"2969",35592.2190089082
"2970",25945.3309527616
"2971",24286.7471705674
"2972",33238.0482902383
"2973",29745.9028650218
"2974",46076.0014268862
"2975",43352.5061898633
"2976",33137.9110482935
"2977",35926.8787128026
"2978",31908.6129960973
"2979",35403.6784288069
"2980",34118.3986119417
"2981",30077.0074072708
"2982",24504.2157793819
"2983",33130.8731648976
"2984",31774.1717641946
"2985",24055.7030268294
"2986",38066.2122205304
"2987",22359.8854761302
"2988",22477.6006359753
"2989",22022.1789336416
"2990",37297.4643567124
"2991",31348.1689560991
"2992",24436.8868404913
"2993",34274.6603380392
"2994",23314.9713023814
"2995",37058.321077471
"2996",25236.3772170664
"2997",25665.1520530665
"2998",24141.446604223
"2999",32509.0854273576
"3000",38795.0631937422
"3001",32137.5716717012
"3002",25718.9468914467
"3003",25331.3751961896
"3004",33103.896547693
"3005",26431.0944110447
"3006",27302.5549327542
"3007",25669.5813570902
"3008",28817.5085750801
"3009",22602.8977439054
"3010",41219.74140928
"3011",35451.8886034309
"3012",25637.4595813836
"3013",37081.1323292838
"3014",25929.9596678335
"3015",43419.713423098
"3016",20846.4106531191
"3017",26925.548807196
"3018",28802.9846311173
"3019",32998.8051324986
"3020",31184.8232824991
"3021",29362.9645931842
"3022",28872.6794029224
"3023",25222.029485591
"3024",22992.0437528133
"3025",44792.6733587077
"3026",26172.3335214992
"3027",30736.9466849998
"3028",39290.4137352161
"3029",28586.3498431915
"3030",25763.5599409475
"3031",32342.4268249045
"3032",31003.5228915712
"3033",21469.6801721867
"3034",30533.6012890791
"3035",36344.9761449106
"3036",21991.4598037019
"3037",27486.4082123979
"3038",26564.1918581383
"3039",19427.5309142286
"3040",40931.0892437044
"3041",32618.2805808566
"3042",36851.0748525951
"3043",42164.9869415397
"3044",44477.0554080187
"3045",26022.6369224155
"3046",26056.5329616244
"3047",32084.3767987013
"3048",42167.4459629588
"3049",25559.8423590796
"3050",25468.1303245578
"3051",22254.8526570078
"3052",25051.9146049533
"3053",23824.892483929
"3054",20726.0164486119
"3055",37987.1444283174
"3056",23441.6080229402
"3057",31316.9674002437
"3058",26555.9841542044
"3059",34651.8054754984
"3060",27611.5467995037
"3061",40809.4324815221
"3062",40569.9978940866
"3063",25478.1378200923
"3064",22651.4563081867
"3065",35545.385605694
"3066",29269.1902690218
"3067",25163.4615134059
"3068",27913.1072500316
"3069",35460.1242262936
"3070",38144.5307109557
"3071",28475.4522234017
"3072",28218.971316497
"3073",36609.5123941035
"3074",33727.3752422354
"3075",29750.9788659794
"3076",29566.0361792677
"3077",24110.8967003237
"3078",24660.5374817997
"3079",26725.9151408944
"3080",39769.3291752805
"3081",24840.0438159711
"3082",28256.7797370346
"3083",29462.9730391028
"3084",28351.028304315
"3085",29253.6114958874
"3086",38977.9983233518
"3087",20338.8047528185
"3088",35851.7269937695
"3089",23472.1551094834
"3090",32466.3893777545
"3091",32808.9727706084
"3092",34397.6903059345
"3093",56431.8903930161
"3094",46573.2992362588
"3095",26200.9010969299
"3096",28671.2806268312
"3097",31248.7712934036
"3098",43647.2065793146
"3099",30688.8483240897
"3100",34765.2962326996
"3101",27859.6227633608
"3102",26783.1448568732
"3103",52323.7361776732
"3104",44967.0234997402
"3105",56425.829812772
"3106",29998.0485106616
"3107",33655.3497573305
"3108",22182.5548646731
"3109",24251.4058998892
"3110",25818.8014138005
"3111",31249.4546285399
"3112",35085.1859593384
"3113",23962.5200964502
"3114",40717.6539858562
"3115",34347.2770982224
"3116",31297.6465327896
"3117",22543.6266879564
"3118",24867.5761012355
"3119",22622.5129684675
"3120",23133.997167339
"3121",24824.316729379
"3122",45206.9316325647
"3123",32280.2178441623
"3124",42215.6851616095
"3125",37675.9701561888
"3126",23512.207852037
"3127",39438.5761817007
"3128",27851.0442544412
"3129",25128.559817596
"3130",24069.0418898498
"3131",29783.4952289383
"3132",20239.2178936255
"3133",22481.8104134269
"3134",29062.7906759342
"3135",32987.5370252451
"3136",30256.7424301984
"3137",36478.4296434477
"3138",28428.9171415159
"3139",32501.6742718184
"3140",33133.2181691851
"3141",24055.9075175381
"3142",33731.4339171993
"3143",26919.3157627472
"3144",25324.8077424196
"3145",23820.7004119223
"3146",39418.9644155654
"3147",28537.8033634216
"3148",34502.1990585155
"3149",29293.5334898512
"3150",22651.1499544001
"3151",27999.7666865027
"3152",33179.2047500046
"3153",27223.7126232065
"3154",34391.1681906287
"3155",31989.5900146896
"3156",39417.8295773846
"3157",31065.7774891354
"3158",23187.6815049676
"3159",40688.9399312111
"3160",53799.6820436469
"3161",22560.1687274294
"3162",47676.6580149865
"3163",33631.0093999215
"3164",33416.269451763
"3165",36634.4941762179
"3166",44071.1550984938
"3167",36132.2581379825
"3168",45026.007423012
"3169",22989.9741886717
"3170",25127.2884744379
"3171",31743.1735537796
"3172",35728.9472969789
"3173",23506.264278968
"3174",26730.7556195175
"3175",27911.2112637069
"3176",51749.7407151457
"3177",28156.136068289
"3178",39848.2433618905
"3179",34938.7619952806
"3180",58419.5501791373
"3181",23267.3238387298
"3182",30453.8127056519
"3183",32160.4127089534
"3184",22981.4372356486
"3185",30692.6226227555
"3186",45817.1096899063
"3187",25414.2111736813
"3188",31671.5619435174
"3189",25897.2004958789
"3190",32104.0202550916
"3191",25513.6499189491
"3192",32528.1620783182
"3193",27573.1272825254
"3194",33467.9345154351
"3195",24611.5380924448
"3196",38516.9539740275
"3197",21735.5674638412
"3198",29381.5828992847
"3199",22163.2433644411
"3200",28795.2317979191
"3201",34036.5584276099
"3202",30667.3114267439
"3203",32492.9098464291
"3204",28756.2880400104
"3205",28300.8366765807
"3206",38131.133189404
"3207",23555.4670250358
"3208",39582.634797277
"3209",34458.2813544682
"3210",24909.4206296781
"3211",31875.8581120936
"3212",35696.8070229185
"3213",25380.8175835426
"3214",30500.2028922722
"3215",41752.4043245097
"3216",27835.3504212779
"3217",29423.9584956547
"3218",24876.8907121244
"3219",24885.0182190165
"3220",34540.105543115
"3221",31480.3077601412
"3222",22558.1205650334
"3223",19935.9221676049
"3224",30591.6690565658
"3225",24626.9711415179
"3226",25402.1618494744
"3227",31816.6468265794
"3228",35819.798068303
"3229",33384.3640157292
"3230",27569.5299915134
"3231",30908.2578235796
"3232",36321.8928041784
"3233",19581.3462934336
"3234",22117.075240176
"3235",26305.1269264311
"3236",25159.8139184542
"3237",31367.2870883003
"3238",32132.7457440958
"3239",32986.9772835029
"3240",31759.45101163
"3241",28647.8923736769
"3242",35726.3234594707
"3243",54161.7925667655
"3244",26640.8356814086
"3245",34068.4406238873
"3246",35737.5684697859
"3247",37095.380045117
"3248",22903.8320667907
"3249",28655.5220724677
"3250",36301.9488967066
"3251",30864.3984025144
"3252",39198.3323882438
"3253",39481.267362557
"3254",23400.9537965018
"3255",29901.0509542529
"3256",19369.4710893313
"3257",28907.125753168
"3258",19994.9156130467
"3259",30682.8844513246
"3260",23099.5955531701
"3261",42734.8385514848
"3262",22951.2188299746
"3263",35712.3410756687
"3264",25092.3919382371
"3265",23398.1174262748
"3266",24861.6144468673
"3267",41403.86778191
"3268",38661.9849091816
"3269",44794.1643088992
"3270",24564.9395818005
"3271",38498.5099601167
"3272",28959.1976952852
"3273",30884.2960708092
"3274",25879.1430980861
"3275",30496.1293037815
"3276",32882.6740895434
"3277",39674.3928054571
"3278",31336.4231908216
"3279",26325.1305421758
"3280",42379.2029115598
"3281",22754.5636003287
"3282",27854.450430447
"3283",29476.096656881
"3284",31897.3676993611
"3285",31326.1829287173
"3286",24168.0541762681
"3287",29943.9007720505
"3288",32659.7018252686
"3289",37519.3132139723
"3290",30349.7135168313
"3291",30120.0292360839
"3292",38687.1281683038
"3293",34953.5266057586
"3294",33399.116477022
"3295",35927.9790850331
"3296",30590.8249140099
"3297",32207.783901323
"3298",27904.9879190882
"3299",38255.9382396989
"3300",47568.0169202289
"3301",29142.997710712
"3302",31251.1407131922
"3303",31363.8605416437
"3304",31438.0876144196
"3305",27158.1884736227
"3306",30771.7806069687
"3307",25420.7846147133
"3308",32579.9536674396
"3309",30762.9136337099
"3310",37147.6277581826
"3311",32314.3853431219
"3312",33274.2267310439
"3313",34478.0996219482
"3314",28318.5368611771
"3315",24896.3600227982
"3316",47019.7858275985
"3317",23500.7982807131
"3318",21331.1713098219
"3319",20264.4706793635
"3320",19266.481626035
"3321",24436.9242682583
"3322",28738.2730797461
"3323",26133.3848767441
"3324",25466.7780731879
"3325",23090.9180087693
"3326",37945.5377589345
"3327",41665.6372567312
"3328",44711.0752194679
"3329",24307.8695487845
"3330",25379.4709143608
"3331",30250.0082542694
"3332",35190.2750089824
"3333",42276.3630224628
"3334",27622.1971376731
"3335",29111.795559849
"3336",36862.3820149631
"3337",45179.8983333003
"3338",37435.1430738138
"3339",29130.9938830016
"3340",38271.2359353818
"3341",31154.2674646415
"3342",23211.6069814848
"3343",30676.7797040114
"3344",39069.447983379
"3345",30315.3133364526
"3346",48654.0562959265
"3347",31081.2087708694
"3348",35064.36486308
"3349",34013.0248252937
"3350",27983.054293042
"3351",28800.1686662827
"3352",35659.7689826688
"3353",45438.9482334009
"3354",36375.9586870678
"3355",39545.2134699096
"3356",45520.3672212434
"3357",34675.350891065
"3358",30756.2121186888
"3359",30107.0865432212
"3360",20405.4847111689
"3361",23803.2298271394
"3362",27502.0955219742
"3363",26446.9006579828
"3364",41964.7903927123
"3365",23888.6511394694
"3366",31301.3080155839
"3367",46001.8683272011
"3368",34493.0384572506
"3369",25729.651454751
"3370",47019.7277446686
"3371",28969.8971284944
"3372",37874.6862903627
"3373",36050.9262756989
"3374",20855.5754892096
"3375",26363.9370573059
"3376",34757.035668896
"3377",44334.0143974743
"3378",35710.4475669857
"3379",44633.4505276191
"3380",26916.2051262444
"3381",43973.6068699305
"3382",28727.0174004185
"3383",32954.3288759183
"3384",32528.9021985432
"3385",26176.0564135819
"3386",30064.0336420762
"3387",32844.9305494165
"3388",40378.8960092434
"3389",27074.3242149507
"3390",49152.2293890259
"3391",30488.9807520196
"3392",22922.1651460071
"3393",35244.3271771051
"3394",31187.9952949649
"3395",33284.4962705967
"3396",30173.0220271454
"3397",26752.2456013125
"3398",37440.417551642
"3399",41835.1453186708
"3400",25194.8962352996
"3401",40747.8271218458
"3402",33626.8463236194
"3403",31500.4899896914
"3404",24064.2712921397
"3405",29311.9963627496
"3406",23635.0489099482
"3407",41384.8922011965
"3408",28442.1392853864
"3409",28869.4447552971
"3410",31626.6366605685
"3411",19398.4424646994
"3412",41168.521989525
"3413",29515.0677071776
"3414",37270.935472567
"3415",24684.8804109776
"3416",38076.8654630682
"3417",26127.4677772468
"3418",28801.8214301804
"3419",31588.8492718869
"3420",20468.3859799385
"3421",27620.6067343979
"3422",27920.7853880259
"3423",31330.9018773498
"3424",28112.6720729598
"3425",21235.7956295264
"3426",45812.7180802728
"3427",30374.8887485708
"3428",21942.0017902557
"3429",32919.81315318
"3430",44873.6067676555
"3431",40821.5979662737
"3432",34487.8490241632
"3433",34483.7143013644
"3434",28044.2912349846
"3435",20388.6039265867
"3436",27954.0894359036
"3437",37174.9102944778
"3438",38561.6652916245
"3439",29331.6953535186
"3440",25849.8670347495
"3441",24591.7655007011
"3442",31095.3478430693
"3443",26569.1358647972
"3444",34817.0589897755
"3445",33521.3025371486
"3446",32947.8339180279
"3447",26071.7191321771
"3448",23128.9286464464
"3449",40536.9335517786
"3450",42230.7585405176
"3451",35441.3396885965
"3452",22390.7328356586
"3453",38431.9761434859
"3454",30774.5653704448
"3455",25180.9299010716
"3456",29346.254468531
"3457",27081.1588378701
"3458",23761.4543784579
"3459",24184.9085746987
"3460",32307.3179573208
"3461",37759.8415995866
"3462",24907.4825214234
"3463",30859.8648740061
"3464",27448.5264572186
"3465",38590.3176484455
"3466",35170.9596552869
"3467",48516.8156313342
"3468",21744.6048257187
"3469",36899.4481364576
"3470",31327.0643735683
"3471",25762.4743869003
"3472",36336.6911946423
"3473",32922.1553233912
"3474",30947.8686482766
"3475",26264.2866945124
"3476",35563.7401923535
"3477",26535.3427570435
"3478",28173.7359865099
"3479",24364.5602312061
"3480",32272.0167608651
"3481",27306.4255707683
"3482",27597.3452686513
"3483",24310.4145474884
"3484",26375.2427333115
"3485",30996.8249079345
"3486",31725.3190952146
"3487",21143.755739642
"3488",29537.2119347202
"3489",40196.4450225346
"3490",35572.9383466263
"3491",28406.0766610296
"3492",42493.8360277812
"3493",49406.3456841194
"3494",30423.8609658808
"3495",18883.9449349908
"3496",25846.5308764628
"3497",30372.8508870466
"3498",26625.1301738591
"3499",34653.9635719393
"3500",20725.4839841852
"3501",26948.201493475
"3502",24787.0659166317
"3503",35771.3193121224
"3504",27848.1307587814
"3505",26421.4980300763
"3506",54770.770646736
"3507",28374.282742319
"3508",38761.0049386138
"3509",49728.073106496
"3510",24803.4048211573
"3511",31386.8825781364
"3512",24062.5834273869
"3513",25134.0920150007
"3514",27164.1662460561
"3515",37250.7348602125
"3516",27810.260345022
"3517",31111.9989928608
"3518",23565.2074056842
"3519",34856.6143586591
"3520",30556.1118872564
"3521",31620.1872228049
"3522",30160.0852480355
"3523",40886.0102493126
"3524",32887.3960639229
"3525",26608.6839767233
"3526",36275.1030925424
"3527",32489.1101317138
"3528",25911.3547862927
"3529",26612.8093841059
"3530",28789.0394103869
"3531",36697.4825473733
"3532",30333.9420162317
"3533",31759.2686677297
"3534",34215.9622529967
"3535",29256.765691276
"3536",31744.5496232133
"3537",23252.9026920585
"3538",41933.0333293195
"3539",26208.1091937519
"3540",26614.8606128003
"3541",27025.4930721914
"3542",48890.9951660729
"3543",31085.1873777218
"3544",43707.529623799
"3545",30345.2675451241
"3546",41119.1277692716
"3547",31161.0722509496
"3548",21981.117395877
"3549",27988.6495677978
"3550",29047.7613632982
"3551",31248.4428539042
"3552",27673.0295812532
"3553",39834.1445481095
"3554",25063.6803443289
"3555",28266.5082599031
"3556",39788.0404306014
"3557",33983.3569921328
"3558",40843.5187939635
"3559",29481.4887946079
"3560",32713.7094446789
"3561",34737.7151770089
"3562",33090.9817440207
"3563",26962.047319204
"3564",22452.0994716491
"3565",37935.3197086322
"3566",53047.2989926816
"3567",35490.9086521373
"3568",24037.9904739717
"3569",28906.4915171594
"3570",23022.336309
"3571",31485.5793766878
"3572",35048.5992652945
"3573",46561.5550794546
"3574",34135.3205110963
"3575",37813.698655877
"3576",21309.0342021053
"3577",23048.5524953097
"3578",41524.9830866309
"3579",26030.1557827868
"3580",30396.1755153165
"3581",28229.179355031
"3582",44006.6142600086
"3583",36204.9722521556
"3584",26077.3824654626
"3585",35731.7451049964
"3586",35663.65464933
"3587",25937.6809571607
"3588",26972.6815001245
"3589",54837.2955484259
"3590",28550.6784700798
"3591",23695.1580717417
"3592",48575.7707599625
"3593",21041.8482830895
"3594",41578.7543273282
"3595",28378.585793562
"3596",23952.3986782854
"3597",23393.0376346831
"3598",31479.6101706365
"3599",29169.1994901885
"3600",45229.5276918497
"3601",32845.1037501616
"3602",57033.1893837617
"3603",31281.4437168512
"3604",26119.9288542506
"3605",24581.4745002558
"3606",21794.0502392869
"3607",30287.50308182
"3608",22032.5806878038
"3609",40058.0277962559
"3610",32877.1673662681
"3611",37526.6605954719
"3612",29083.3939873513
"3613",29537.7026511757
"3614",39109.211020299
"3615",33661.253245347
"3616",48376.6727637745
"3617",34155.3776377693
"3618",36968.0826049176
"3619",64933.4589664505
"3620",34090.9206150661
"3621",45339.9862614055
"3622",26779.6498064952
"3623",25484.2725088633
"3624",35604.3390713144
"3625",26603.539643831
"3626",27613.9437205261
"3627",28241.6127691482
"3628",43810.0921430959
"3629",26426.501844408
"3630",30507.9732894379
"3631",31877.6290619622
"3632",50313.0455314681
"3633",30144.4948646435
"3634",62932.1389096616
"3635",17087.2437829073
"3636",19372.922381787
"3637",25975.9633805949
"3638",29643.8144288104
"3639",36124.8230556649
"3640",20782.8224127234
"3641",31550.0610300262
"3642",38599.3220809481
"3643",29380.2456523166
"3644",32094.9993392699
"3645",29117.0989718893
"3646",32530.958860155
"3647",27788.2053407623
"3648",40515.7429422854
"3649",23111.6934109437
"3650",26997.8442480858
"3651",38048.5237791866
"3652",28331.5062121912
"3653",29465.5986667953
"3654",40377.1227692488
"3655",42381.2227386194
"3656",38110.9868631801
"3657",27796.3787653616
"3658",25274.021746604
"3659",23758.5780143101
"3660",38762.3012811595
"3661",25800.1618160882
"3662",25361.8526286735
"3663",26844.8447151042
"3664",21615.9801903059
"3665",43951.6631518995
"3666",24757.966871527
"3667",29807.8463301836
"3668",29855.0347409298
"3669",28528.8318730298
"3670",26610.0107855168
"3671",27119.51762753
"3672",30240.6528249471
"3673",35241.0967118628
"3674",38256.5877240248
"3675",32899.0194065247
"3676",40526.6155320732
"3677",25880.7520988894
"3678",32850.7676729658
"3679",34123.4983005048
"3680",35765.6054329908
"3681",28935.3747789033
"3682",29183.5171631211
"3683",25967.2360843972
"3684",24779.045868556
"3685",35227.628165239
"3686",22146.3928566155
"3687",26449.950025247
"3688",20899.9570903034
"3689",30489.3561704918
"3690",23586.2883072988
"3691",29081.8227309073
"3692",22892.4539280476
"3693",21594.6372575582
"3694",31259.1121447055
"3695",29438.4603770518
"3696",23792.102797386
"3697",24778.058837017
"3698",20778.3930177531
"3699",35539.0551853682
"3700",21566.8534340143
"3701",54474.45980575
"3702",26395.1145879732
"3703",29626.0738186677
"3704",35463.7779429699
"3705",31760.9605024477
"3706",22708.819096101
"3707",24370.999071974
"3708",28354.1285424849
"3709",23082.2409477615
"3710",34534.6179309732
"3711",22879.174682984
"3712",32901.5984179225
"3713",28308.8106452438
"3714",43436.0611346667
"3715",35996.1492197149
"3716",37762.0867271661
"3717",40591.1851201883
"3718",38317.2893128402
"3719",27717.4873678415
"3720",30229.7543990485
"3721",36278.586880569
"3722",40048.4125245178
"3723",39681.9572496307
"3724",34943.9905649297
"3725",29091.1759310431
"3726",28027.0076642013
"3727",30833.4528513682
"3728",31319.2908762042
"3729",29376.3385694164
"3730",17820.9257042823
"3731",30275.9037100588
"3732",29016.4407800067
"3733",33210.0145255284
"3734",22457.7204857232
"3735",38509.5701131978
"3736",33461.493084633
"3737",22053.1982625205
"3738",27924.8592842288
"3739",32918.6790697726
"3740",34423.6629054651
"3741",19342.4131943569
"3742",26237.3094197983
"3743",19751.9585222617
"3744",26984.0618168343
"3745",26057.1325910976
"3746",23450.0140328799
"3747",25536.9383570705
"3748",37721.4355204565
"3749",39333.1590264529
"3750",29780.5321011788
"3751",26677.8744175639
"3752",17074.7283995573
"3753",22453.0988210608
"3754",34345.263731225
"3755",25355.5799205334
"3756",23566.9074596857
"3757",20019.623469297
"3758",38407.0440411393
"3759",30152.1099463556
"3760",46248.7351954793
"3761",29904.3705320499
"3762",27826.3364214052
"3763",30710.8419630891
"3764",34427.7173934745
"3765",42827.4715017634
"3766",23894.3387774554
"3767",23339.6819066445
"3768",21363.0924219577
"3769",26592.4889684031
"3770",47678.248711777
"3771",39842.9952217183
"3772",25184.3138510524
"3773",19906.1085927925
"3774",25846.8229695109
"3775",25975.1949288328
"3776",25465.3130966372
"3777",41571.7259052028
"3778",29803.224865525
"3779",24860.5229058334
"3780",25449.3844721566
"3781",29548.5061078868
"3782",27823.2712959275
"3783",24481.34512851
"3784",27075.9902914595
"3785",26287.1252796857
"3786",29873.631493633
"3787",31113.9378842868
"3788",33047.4271159278
"3789",29864.7898613897
"3790",35426.7428307255
"3791",29631.8428773857
"3792",50482.7674853421
"3793",25787.5366985773
"3794",21018.7602655281
"3795",25526.6908053254
"3796",32000.0976956491
"3797",32794.2265948187
"3798",37801.1979752049
"3799",28785.9170756535
"3800",17417.2829176248
"3801",34219.8192776458
"3802",25349.6485625897
"3803",27981.623157177
"3804",26398.0947412075
"3805",36646.1543559724
"3806",26865.7708717006
"3807",33323.3858749451
"3808",31331.154798766
"3809",28413.3922999739
"3810",25261.258329423
"3811",43727.212054769
"3812",27766.8045461065
"3813",36786.4259860171
"3814",31342.2800938745
"3815",30655.1694218216
"3816",26025.5000000462
"3817",26617.7864481265
"3818",42262.2916971886
"3819",26662.2453935101
"3820",22764.3703533456
"3821",33177.4761605444
"3822",36641.0859120026
"3823",41842.4234371871
"3824",23380.5387468717
"3825",24653.5786700844
"3826",36966.5566751935
"3827",37031.1920798697
"3828",24786.3903951451
"3829",40505.4320972679
"3830",28222.4759751008
"3831",32481.3691542614
"3832",35980.5469264717
"3833",33665.1670548098
"3834",33981.6930562118
"3835",27282.4218600024
"3836",27171.9656574528
"3837",25911.8719024498
"3838",30142.4446038254
"3839",17087.6779653305
"3840",33684.2554843982
"3841",38252.9326740913
"3842",37468.4509603624
"3843",27719.5916793088
"3844",36226.0244471896
"3845",21531.7969272204
"3846",28898.6948790384
"3847",37381.919574529
"3848",25430.6560225003
"3849",27413.4854976732
"3850",29892.8958288252
"3851",27868.350414438
"3852",34057.3964739019
"3853",35958.4570873328
"3854",31492.3722405231
