Index,Reference Paper,Year,Country,Type,Depth,Surface Area,Flow,Hydraulic Residence Time (tau),L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR,,,,,,,,,,,,,
632,3596,311,,CWSF,0.23,1.3E+03,0.0E+00,1.70E+01,,,,,2.58E-03,3.04E-03,-9.78E-03,,4.13E-02,6.55E-03,1.08E-01,3.12E-01,2.84E-03,3.58E-03,-1.37E-02,-1.22E-02,,,,,,,,,,,,,
633,2590,201,,CWSF,0.0625,1.8E+05,6.8E+05,1.65E+01,,,,,,,,,1.80E+00,2.92E-01,1.11E-01,3.15E-01,,,,,,,,,,,,,,,,,
634,3034,306,,CWSF,0.44,3.9E+03,4.0E+04,1.58E+01,,,,,1.74E-01,8.61E-01,-1.01E-01,,,,,,,,,,,,,,,,,,,,,,
635,2653,206,,CWSF,0.66,2.4E+04,3.9E+05,1.58E+01,,,,,,,,,5.70E-02,5.04E-02,7.75E-03,8.25E-03,,,,,,,,,,,,,,,,,
636,3549,311,,CWSF,0.203333333,4.2E+03,0.0E+00,1.53E+01,,,,,,,,,6.97E-02,4.48E-02,2.90E-02,3.65E-02,1.94E-02,2.42E-02,-1.44E-02,-1.29E-02,,,,,,,,,,,,,
637,2702,206,,CWSF,0.63,1.9E+04,2.9E+05,1.52E+01,2.34E+00,6.48E-01,8.47E-02,1.72E-01,3.01E-01,1.05E-01,6.93E-02,,1.42E-01,9.54E-03,1.78E-01,9.17E-01,4.26E-02,6.94E-03,1.20E-01,3.39E-01,,,,,,,,,,,,,
638,3544,311,,CWSF,0.209166667,4.2E+03,0.0E+00,1.51E+01,,,,,,,,,7.09E-02,5.54E-02,1.63E-02,1.85E-02,1.94E-02,3.62E-02,-4.13E-02,-3.07E-02,,,,,,,,,,,,,
639,2763,302,,CWSF,0.3,1.5E+04,1.1E+05,1.50E+01,5.61E+00,1.87E+00,7.33E-02,1.34E-01,6.92E-03,2.39E-03,7.08E-02,,2.70E+00,1.89E+00,2.38E-02,2.86E-02,2.35E+00,1.89E+00,1.47E-02,1.64E-02,,,,,,,,,,,,,
640,2783,302,,CWSF,0.3,1.5E+04,1.1E+05,1.50E+01,5.61E+00,1.10E+00,1.08E-01,2.73E-01,6.92E-03,2.39E-03,7.08E-02,,2.70E+00,1.55E+00,3.68E-02,4.91E-02,2.35E+00,1.39E+00,3.52E-02,4.64E-02,,,,,,,,,,,,,
641,2723,209,,CWSF,0.17,5.0E+05,1.6E+06,1.49E+01,,,,,1.23E+01,3.19E-02,3.98E-01,,1.55E+01,0.00E+00,,,1.26E+01,4.58E-01,2.22E-01,1.77E+00,,,,,,,,,,,,,
642,3584,311,,CWSF,0.2,1.3E+03,0.0E+00,1.48E+01,,,,,,,,,1.41E-02,7.47E-03,4.32E-02,6.04E-02,3.99E-03,4.48E-03,-7.84E-03,-7.40E-03,,,,,,,,,,,,,
643,3604,311,,CWSF,0.21,1.3E+03,0.0E+00,1.47E+01,,,,,,,,,5.88E-02,9.52E-03,1.24E-01,3.52E-01,3.99E-03,6.27E-03,-3.08E-02,-2.48E-02,,,,,,,,,,,,,
644,2731,209,,CWSF,0.12,7.6E+05,1.7E+06,1.47E+01,,,,,3.57E+00,2.14E-01,1.92E-01,,1.93E+01,0.00E+00,,,1.74E+01,5.16E-01,2.39E-01,2.23E+00,,,,,,,,,,,,,
645,2675,206,,CWSF,0.63,1.9E+04,3.3E+05,1.47E+01,,,,,,,,,4.75E-02,1.53E-02,7.73E-02,1.44E-01,,,,,,,,,,,,,,,,,
646,2725,209,,CWSF,0.16,4.6E+05,1.4E+06,1.45E+01,,,,,9.18E+00,1.44E-01,2.86E-01,,1.85E+01,0.00E+00,,,1.65E+01,2.29E-01,2.95E-01,4.89E+00,,,,,,,,,,,,,
647,2730,209,,CWSF,0.12,7.6E+05,1.8E+06,1.40E+01,,,,,9.93E+00,1.99E-01,2.79E-01,,1.19E+01,0.00E+00,,,9.10E+00,8.27E-01,1.71E-01,7.14E-01,,,,,,,,,,,,,
648,3539,311,,CWSF,0.213333333,4.2E+03,0.0E+00,1.40E+01,,,,,,,,,1.12E-01,8.93E-02,1.61E-02,1.80E-02,3.99E-02,5.27E-02,-2.00E-02,-1.74E-02,,,,,,,,,,,,,
649,3599,311,,CWSF,0.205833333,1.3E+03,0.0E+00,1.40E+01,,,,,5.10E-03,1.62E-03,8.19E-02,,5.57E-02,1.36E-02,1.01E-01,2.21E-01,1.19E-02,7.52E-03,3.31E-02,4.21E-02,,,,,,,,,,,,,
650,3579,311,,CWSF,0.203333333,1.3E+03,0.0E+00,1.37E+01,,,,,,,,,2.21E-02,1.34E-02,3.63E-02,4.71E-02,7.60E-03,7.56E-03,3.66E-04,3.67E-04,,,,,,,,,,,,,
651,2652,206,,CWSF,0.66,2.4E+04,4.3E+05,1.34E+01,,,,,,,,,8.64E-02,6.20E-02,2.48E-02,2.94E-02,,,,,,,,,,,,,,,,,
652,3595,311,,CWSF,0.246666667,1.3E+03,0.0E+00,1.32E+01,,,,,6.53E-03,1.12E-03,1.34E-01,,3.68E-02,8.56E-03,1.11E-01,2.50E-01,1.54E-03,5.17E-03,-9.16E-02,-5.31E-02,,,,,,,,,,,,,
653,2696,206,,CWSF,0.66,2.4E+04,4.6E+05,1.29E+01,3.24E+00,1.35E+00,6.79E-02,1.09E-01,5.34E-01,1.45E-01,1.01E-01,,1.70E-01,3.02E-02,1.34E-01,3.57E-01,6.01E-02,1.34E-02,1.16E-01,2.71E-01,,,,,,,,,,,,,
654,2764,302,,CWSF,0.3,1.5E+04,1.2E+05,1.29E+01,5.51E+00,2.90E+00,4.97E-02,6.96E-02,3.58E-03,3.22E-03,8.15E-03,,2.00E+00,1.74E+00,1.10E-02,1.18E-02,1.47E+00,1.29E+00,1.01E-02,1.07E-02,,,,,,,,,,,,,
655,2784,302,,CWSF,0.3,1.5E+04,1.2E+05,1.29E+01,5.51E+00,2.19E+00,7.13E-02,1.17E-01,3.58E-03,3.22E-03,8.15E-03,,2.00E+00,1.74E+00,1.10E-02,1.18E-02,1.47E+00,1.74E+00,-1.32E-02,-1.21E-02,,,,,,,,,,,,,
656,3589,311,,CWSF,0.184166667,1.3E+03,0.0E+00,1.29E+01,,,,,,,,,1.45E-02,7.95E-03,4.67E-02,6.41E-02,3.99E-03,4.41E-03,-7.69E-03,-7.32E-03,,,,,,,,,,,,,
657,2727,209,,CWSF,0.08,6.1E+05,1.0E+06,1.28E+01,,,,,1.37E+01,4.04E-03,6.36E-01,,8.16E+00,0.00E+00,,,7.33E+00,1.81E-01,2.90E-01,3.09E+00,,,,,,,,,,,,,
658,2729,209,,CWSF,0.12,6.7E+05,1.7E+06,1.27E+01,,,,,9.10E+00,1.39E-01,3.30E-01,,1.45E+01,0.00E+00,,,1.30E+01,5.27E-01,2.53E-01,1.87E+00,,,,,,,,,,,,,
659,2766,302,,CWSF,0.3,1.5E+04,1.3E+05,1.26E+01,5.65E+00,3.86E+00,3.01E-02,3.67E-02,4.12E-03,8.49E-03,-5.72E-02,,2.35E+00,2.12E+00,7.98E-03,8.40E-03,2.31E+00,1.81E+00,1.91E-02,2.16E-02,,,,,,,,,,,,,
660,2786,302,,CWSF,0.3,1.5E+04,1.3E+05,1.26E+01,5.65E+00,4.42E+00,1.94E-02,2.19E-02,4.12E-03,5.66E-03,-2.51E-02,,2.35E+00,1.87E+00,1.81E-02,2.03E-02,2.31E+00,1.64E+00,2.69E-02,3.20E-02,,,,,,,,,,,,,
661,2695,206,,CWSF,0.66,2.4E+04,4.9E+05,1.24E+01,4.73E+00,3.47E+00,2.52E-02,2.95E-02,3.79E+00,2.41E+00,3.66E-02,,1.45E-01,5.51E-02,7.82E-02,1.32E-01,8.90E-02,1.23E-02,1.60E-01,5.04E-01,,,,,,,,,,,,,
662,3042,306,,CWSF,0.44,3.9E+03,5.3E+04,1.22E+01,,,,,2.84E-01,4.45E-01,-3.69E-02,,,,,,,,,,,,,,,,,,,,,,
663,3035,306,,CWSF,0.44,3.9E+03,5.2E+04,1.20E+01,,,,,2.86E-01,2.86E-01,0.00E+00,,,,,,,,,,,,,,,,,,,,,,
664,2724,209,,CWSF,0.16,4.8E+05,1.8E+06,1.16E+01,,,,,1.14E+01,4.89E-01,2.72E-01,,1.76E+01,0.00E+00,,,1.57E+01,9.62E-01,2.42E-01,1.33E+00,,,,,,,,,,,,,
665,2761,302,,CWSF,0.3,1.5E+04,1.4E+05,1.15E+01,4.97E+00,7.19E+00,-3.22E-02,-2.69E-02,5.84E-03,2.84E-02,-1.38E-01,,1.31E+00,1.75E+00,-2.52E-02,-2.19E-02,8.76E-01,9.48E-01,-6.91E-03,-6.65E-03,,,,,,,,,,,,,
666,2781,302,,CWSF,0.3,1.5E+04,1.4E+05,1.15E+01,4.97E+00,4.77E+00,3.57E-03,3.65E-03,5.84E-03,2.84E-02,-1.38E-01,,1.31E+00,1.75E+00,-2.52E-02,-2.19E-02,8.76E-01,9.48E-01,-6.91E-03,-6.65E-03,,,,,,,,,,,,,
667,3559,311,,CWSF,0.240833333,9.1E+02,0.0E+00,1.15E+01,,,,,,,,,2.24E-02,2.25E-02,-6.09E-04,-6.07E-04,7.95E-03,1.35E-02,-4.61E-02,-3.58E-02,,,,,,,,,,,,,
668,2657,206,,CWSF,0.66,2.4E+04,4.9E+05,1.14E+01,2.00E+00,9.03E-01,6.99E-02,1.07E-01,1.63E-02,4.11E-03,1.21E-01,,2.36E-01,3.07E-02,1.79E-01,5.89E-01,6.70E-02,1.86E-02,1.13E-01,2.29E-01,,,,,,,,,,,,,
669,3564,311,,CWSF,0.221666667,9.1E+02,0.0E+00,1.13E+01,,,,,,,,,1.47E-02,1.21E-02,1.73E-02,1.91E-02,4.23E-03,8.39E-03,-6.06E-02,-4.39E-02,,,,,,,,,,,,,
670,3033,306,,CWSF,0.44,3.9E+03,5.6E+04,1.13E+01,,,,,2.29E-02,2.29E-02,0.00E+00,,,,,,,,,,,,,,,,,,,,,,
671,3031,306,,CWSF,0.44,3.9E+03,5.6E+04,1.13E+01,,,,,6.11E-01,6.11E-01,0.00E+00,,,,,,,,,,,,,,,,,,,,,,
672,2674,206,,CWSF,0.63,1.9E+04,3.9E+05,1.11E+01,,,,,,,,,8.11E-02,3.08E-02,8.75E-02,1.48E-01,,,,,,,,,,,,,,,,,
673,2715,209,,CWSF,0.065,4.0E+04,6.5E+04,1.09E+01,,,,,,,,,,,,,3.16E-01,1.60E-02,2.73E-01,1.72E+00,,,,,,,,,,,,,
674,2679,206,,CWSF,0.63,1.9E+04,3.0E+05,1.09E+01,1.62E+00,3.08E-01,1.52E-01,3.89E-01,1.01E-02,1.85E-03,1.56E-01,,2.25E-01,6.79E-03,3.21E-01,2.95E+00,5.08E-02,6.66E-03,1.86E-01,6.07E-01,,,,,,,,,,,,,
675,3624,311,,CWSF,0.215833333,9.4E+02,0.0E+00,1.07E+01,,,,,,,,,5.41E-02,1.12E-02,1.47E-01,3.57E-01,3.61E-03,5.19E-03,-3.39E-02,-2.84E-02,,,,,,,,,,,,,
676,1989,18,,CWSF,0.229,5.1E+04,5.8E+05,1.07E+01,1.14E+01,1.11E+01,1.81E-03,1.83E-03,1.14E+00,1.37E+00,-1.74E-02,,6.26E+00,5.41E+00,1.36E-02,1.47E-02,,,,,,,,,,,,,,,,,
677,2972,306,,CWSF,0.443610542,3.9E+03,6.0E+04,1.06E+01,,,,,2.78E-01,1.96E-01,3.29E-02,,,,,,,,,,,,,,,,,,,,,,
678,3036,306,,CWSF,0.443610542,3.9E+03,6.0E+04,1.06E+01,,,,,4.71E-01,4.96E-01,-4.79E-03,,,,,,,,,,,,,,,,,,,,,,
679,3039,306,,CWSF,0.443610542,3.9E+03,6.0E+04,1.06E+01,,,,,5.00E-01,4.95E-01,9.04E-04,,,,,,,,,,,,,,,,,,,,,,
680,2726,209,,CWSF,0.08,4.6E+05,9.5E+05,1.06E+01,,,,,6.92E+00,2.63E-02,5.26E-01,,7.99E+00,0.00E+00,,,7.63E+00,1.68E-01,3.60E-01,4.19E+00,,,,,,,,,,,,,
681,2728,209,,CWSF,0.12,5.4E+05,1.7E+06,1.06E+01,,,,,8.63E+00,1.30E-01,3.97E-01,,8.50E+00,0.00E+00,,,6.79E+00,1.94E-01,3.36E-01,3.21E+00,,,,,,,,,,,,,
682,2651,206,,CWSF,0.66,2.4E+04,5.4E+05,1.06E+01,,,,,,,,,7.75E-02,2.65E-02,1.02E-01,1.82E-01,,,,,,,,,,,,,,,,,
683,3032,306,,CWSF,0.44,3.9E+03,6.0E+04,1.05E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,2701,206,,CWSF,0.63,1.9E+04,4.5E+05,1.05E+01,4.65E+00,2.83E+00,4.73E-02,6.12E-02,3.73E+00,1.94E+00,6.23E-02,,1.38E-01,4.15E-02,1.15E-01,2.23E-01,8.74E-02,1.35E-02,1.78E-01,5.21E-01,,,,,,,,,,,,,
685,3619,311,,CWSF,0.216,9.4E+02,0.0E+00,1.05E+01,,,,,,,,,3.96E-02,2.25E-02,,,7.20E-03,1.31E-02,-5.73E-02,-4.31E-02,,,,,,,,,,,,,
686,3642,312,,CWSF,0.65,8.5E+04,1.9E+06,1.04E+01,,,,,5.60E+01,1.38E+01,1.35E-01,,,,,,,,,,,,,,,,,,,,,,
687,2721,209,,CWSF,0.17,3.2E+05,1.4E+06,1.03E+01,,,,,9.35E+00,4.28E-01,2.99E-01,,1.19E+01,0.00E+00,,,1.01E+01,2.54E-01,3.57E-01,3.77E+00,,,,,,,,,,,,,
688,2655,206,,CWSF,0.66,2.4E+04,5.8E+05,1.02E+01,4.73E+00,3.47E+00,3.04E-02,3.57E-02,3.79E+00,2.41E+00,4.43E-02,,1.89E-01,4.82E-02,1.34E-01,2.85E-01,8.90E-02,1.23E-02,1.94E-01,6.09E-01,,,,,,,,,,,,,
689,2654,206,,CWSF,0.66,2.4E+04,5.7E+05,1.00E+01,,,,,,,,,2.47E-01,5.98E-02,1.41E-01,3.12E-01,,,,,,,,,,,,,,,,,
690,3040,306,,CWSF,0.441953429,3.9E+03,6.4E+04,9.90E+00,,,,,5.33E-01,4.60E-01,1.48E-02,,,,,,,,,,,,,,,,,,,,,,
691,2800,302,,CWSF,0.3,1.5E+04,2.0E+05,9.74E+00,8.24E+00,4.87E+00,5.40E-02,7.11E-02,1.56E-01,5.42E-02,1.08E-01,,2.97E+00,2.33E+00,2.47E-02,2.79E-02,2.16E+00,1.93E+00,1.16E-02,1.23E-02,,,,,,,,,,,,,
692,2802,302,,CWSF,0.3,1.5E+04,2.0E+05,9.72E+00,8.24E+00,4.54E+00,6.13E-02,8.38E-02,1.56E-01,1.56E-01,1.37E-04,,2.97E+00,2.15E+00,3.33E-02,3.94E-02,2.16E+00,1.85E+00,1.56E-02,1.69E-02,,,,,,,,,,,,,
693,3590,311,,CWSF,0.193333333,1.3E+03,0.0E+00,9.47E+00,,,,,4.35E-03,1.04E-02,-9.17E-02,,5.82E-02,1.12E-03,4.17E-01,5.38E+00,2.18E-03,8.73E-05,3.40E-01,2.54E+00,,,,,,,,,,,,,
694,2769,302,,CWSF,0.3,1.5E+04,1.7E+05,9.47E+00,6.15E+00,3.34E+00,6.44E-02,8.87E-02,2.14E-01,3.15E-02,2.02E-01,,1.76E+00,1.34E+00,2.91E-02,3.35E-02,1.28E+00,1.14E+00,1.18E-02,1.25E-02,,,,,,,,,,,,,
695,2789,302,,CWSF,0.3,1.5E+04,1.7E+05,9.47E+00,6.15E+00,2.74E+00,8.53E-02,1.31E-01,2.14E-01,2.99E-01,-3.56E-02,,1.76E+00,1.22E+00,3.88E-02,4.69E-02,1.28E+00,1.10E+00,1.55E-02,1.67E-02,,,,,,,,,,,,,
696,2678,206,,CWSF,0.63,1.9E+04,3.9E+05,9.45E+00,4.22E+00,1.02E+00,1.50E-01,3.31E-01,3.31E-02,2.44E-02,3.25E-02,,1.41E-01,1.60E-02,2.31E-01,8.30E-01,4.43E-02,8.88E-03,1.70E-01,4.22E-01,,,,,,,,,,,,,
697,2656,206,,CWSF,0.66,2.4E+04,5.8E+05,9.30E+00,5.61E+00,2.11E+00,1.05E-01,1.78E-01,5.60E-02,3.66E-02,4.59E-02,,1.77E-01,2.80E-02,1.98E-01,5.71E-01,5.62E-02,1.31E-02,1.57E-01,3.55E-01,,,,,,,,,,,,,
698,2767,302,,CWSF,0.3,1.5E+04,1.7E+05,9.28E+00,8.42E+00,5.51E+00,4.58E-02,5.70E-02,1.76E-01,4.59E-02,1.45E-01,,3.22E+00,2.16E+00,4.32E-02,5.31E-02,,,,,,,,,,,,,,,,,
699,2787,302,,CWSF,0.3,1.5E+04,1.7E+05,9.28E+00,8.42E+00,5.31E+00,4.97E-02,6.31E-02,1.76E-01,7.80E-02,8.74E-02,,3.22E+00,2.02E+00,5.03E-02,6.41E-02,,,,,,,,,,,,,,,,,
700,3609,311,,CWSF,0.195,1.3E+03,0.0E+00,8.93E+00,,,,,,,,,7.47E-02,1.61E-02,1.72E-01,4.07E-01,4.35E-03,1.03E-02,-9.70E-02,-6.49E-02,,,,,,,,,,,,,
701,2697,206,,CWSF,0.673333333,2.4E+04,1.2E+06,8.82E+00,2.20E+01,1.94E+01,1.41E-02,1.50E-02,6.95E+00,5.23E+00,3.22E-02,,3.89E-01,1.70E-01,9.39E-02,1.46E-01,2.04E-01,1.96E-02,2.66E-01,1.07E+00,,,,,,,,,,,,,
702,2774,302,,CWSF,0.3,1.5E+04,1.8E+05,8.81E+00,8.18E+00,3.76E+00,8.81E-02,1.33E-01,1.74E+00,2.41E-03,7.47E-01,,2.35E+00,1.13E+00,8.27E-02,1.22E-01,,,,,,,,,,,,,,,,,
703,2794,302,,CWSF,0.3,1.5E+04,1.8E+05,8.81E+00,8.18E+00,3.09E+00,1.11E-01,1.87E-01,1.74E+00,2.41E-03,7.47E-01,,2.35E+00,1.23E+00,7.34E-02,1.03E-01,,,,,,,,,,,,,,,,,
704,2673,206,,CWSF,0.63,1.9E+04,4.9E+05,8.74E+00,,,,,,,,,7.28E-02,1.73E-02,1.65E-01,3.68E-01,,,,,,,,,,,,,,,,,
705,3570,311,,CWSF,0.193333333,1.3E+03,0.0E+00,8.73E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,3632,312,,CWSF,0.65,1.9E+04,5.4E+05,8.47E+00,,,,,5.63E+00,1.57E+00,1.51E-01,,1.94E+01,2.24E+01,-1.69E-02,-1.57E-02,,,,,,,,,,,,,,,,,
707,3887,437,,CWUF,0.508,2.7E+03,1.9E+04,8.42E+00,8.28E-01,8.12E-01,2.39E-03,2.41E-03,1.08E-02,1.89E-03,2.07E-01,,1.81E-01,1.60E-01,1.43E-02,1.52E-02,,,,,,,,,,,,,,,,,
708,3837,425,,CWUF,0.457,3.6E+03,2.8E+04,8.36E+00,4.84E+00,2.63E+00,7.31E-02,1.01E-01,8.64E-03,4.32E-03,8.30E-02,,,,,,,,,,,,,,,,,,,,,,
709,3841,425,,CWUF,0.457,3.6E+03,2.8E+04,8.36E+00,1.01E+00,5.39E-01,7.48E-02,1.04E-01,3.35E-02,1.51E-02,9.51E-02,,,,,,,,,,,,,,,,,,,,,,
710,2762,302,,CWSF,0.3,1.5E+04,1.9E+05,8.34E+00,1.16E+01,5.22E+00,9.58E-02,1.47E-01,1.16E-02,4.74E-03,1.07E-01,,3.94E+00,2.56E+00,5.17E-02,6.47E-02,3.19E+00,2.23E+00,4.30E-02,5.17E-02,,,,,,,,,,,,,
711,2782,302,,CWSF,0.3,1.5E+04,1.9E+05,8.34E+00,1.16E+01,4.00E+00,1.28E-01,2.28E-01,1.16E-02,2.56E-01,-3.71E-01,,3.94E+00,2.09E+00,7.63E-02,1.07E-01,3.19E+00,1.52E+00,8.90E-02,1.32E-01,,,,,,,,,,,,,
712,2677,206,,CWSF,0.63,1.9E+04,5.6E+05,8.08E+00,4.65E+00,2.83E+00,6.13E-02,7.93E-02,3.73E+00,1.94E+00,8.07E-02,,1.85E-01,3.31E-02,2.13E-01,5.69E-01,8.74E-02,1.35E-02,2.31E-01,6.75E-01,,,,,,,,,,,,,
713,2676,206,,CWSF,0.63,1.9E+04,5.4E+05,8.04E+00,,,,,,,,,2.39E-01,8.69E-02,1.26E-01,2.18E-01,,,,,,,,,,,,,,,,,
714,2085,21,,CWSF,1,3.3E+05,2.7E+06,8.00E+00,,,,,,,,,2.69E+01,2.25E+01,2.23E-02,2.44E-02,,,,,,,,,,,,,,,,,
715,3640,312,,CWSF,0.65,1.9E+04,6.0E+05,7.75E+00,,,,,1.10E+01,2.29E+00,2.02E-01,,1.01E+01,1.16E+01,-1.82E-02,-1.70E-02,,,,,,,,,,,,,,,,,
716,3857,427,,CWUF,0.381,4.5E+03,1.8E+05,7.69E+00,4.59E+00,4.21E+00,1.11E-02,1.16E-02,1.11E-01,7.79E-02,4.58E-02,,1.11E+00,1.14E+00,-2.96E-03,-2.93E-03,,,,,,,,,,,,,,,,,
717,4229,530,,CWSF,0.15,2.3E+01,1.6E+02,7.67E+00,1.51E-01,6.60E-02,1.08E-01,1.68E-01,5.90E-05,2.36E-04,-1.81E-01,,9.12E-03,4.20E-03,1.01E-01,1.53E-01,2.63E-02,1.13E-02,1.10E-01,1.74E-01,,,,,,,,,,,,,
718,4247,530,,CWSF,0.15,2.3E+01,1.6E+02,7.67E+00,1.51E-01,6.30E-02,1.14E-01,1.83E-01,5.90E-05,1.71E-04,-1.39E-01,,9.12E-03,4.02E-03,1.07E-01,1.65E-01,2.63E-02,1.12E-02,1.12E-01,1.78E-01,,,,,,,,,,,,,
719,4255,530,,CWSF,0.15,2.3E+01,1.6E+02,7.67E+00,1.51E-01,4.70E-02,1.52E-01,2.89E-01,5.90E-05,1.67E-04,-1.35E-01,,9.12E-03,6.49E-03,4.43E-02,5.27E-02,2.63E-02,1.86E-02,4.54E-02,5.43E-02,,,,,,,,,,,,,
720,4273,530,,CWSF,0.15,2.3E+01,1.6E+02,7.67E+00,1.51E-01,6.78E-02,1.05E-01,1.60E-01,5.90E-05,2.94E-04,-2.10E-01,,9.12E-03,4.04E-03,1.06E-01,1.64E-01,2.63E-02,1.12E-02,1.12E-01,1.77E-01,,,,,,,,,,,,,
721,4353,530,,CWSF,0.3,2.3E+01,3.3E+02,7.67E+00,3.02E-01,1.01E-01,1.43E-01,2.60E-01,,,,,1.82E-02,1.33E-02,4.10E-02,4.81E-02,5.27E-02,3.82E-02,4.19E-02,4.94E-02,,,,,,,,,,,,,
722,4371,530,,CWSF,0.3,2.3E+01,3.3E+02,7.67E+00,3.02E-01,7.44E-02,1.83E-01,3.99E-01,,,,,1.82E-02,1.10E-02,6.64E-02,8.65E-02,5.27E-02,3.17E-02,6.65E-02,8.67E-02,,,,,,,,,,,,,
723,4389,530,,CWSF,0.3,2.3E+01,3.3E+02,7.67E+00,3.02E-01,9.66E-02,1.49E-01,2.78E-01,1.18E-04,3.34E-04,-1.36E-01,,1.82E-02,1.35E-02,3.93E-02,4.59E-02,5.27E-02,3.80E-02,4.27E-02,5.05E-02,,,,,,,,,,,,,
724,4407,530,,CWSF,0.3,2.3E+01,3.3E+02,7.67E+00,3.02E-01,9.87E-02,1.46E-01,2.69E-01,1.18E-04,1.36E-04,-1.85E-02,,1.82E-02,1.33E-02,4.09E-02,4.80E-02,5.27E-02,3.78E-02,4.32E-02,5.12E-02,,,,,,,,,,,,,
725,4246,530,,CWSF,0.15,2.3E+01,1.6E+02,7.67E+00,2.24E-01,1.54E-01,4.86E-02,5.89E-02,8.97E-04,2.90E-03,-1.53E-01,,6.60E-03,4.81E-03,4.14E-02,4.88E-02,1.88E-02,1.39E-02,3.90E-02,4.55E-02,,,,,,,,,,,,,
726,4272,530,,CWSF,0.15,2.3E+01,1.6E+02,7.67E+00,2.24E-01,1.57E-01,4.64E-02,5.57E-02,8.97E-04,1.66E-03,-8.06E-02,,6.60E-03,4.78E-03,4.21E-02,4.97E-02,1.88E-02,1.36E-02,4.18E-02,4.93E-02,,,,,,,,,,,,,
727,4352,530,,CWSF,0.3,2.3E+01,3.3E+02,7.67E+00,4.48E-01,3.36E-01,3.75E-02,4.34E-02,1.79E-03,3.68E-03,-9.37E-02,,1.32E-02,1.07E-02,2.73E-02,3.04E-02,3.76E-02,3.11E-02,2.47E-02,2.72E-02,,,,,,,,,,,,,
728,4370,530,,CWSF,0.3,2.3E+01,3.3E+02,7.67E+00,4.48E-01,2.66E-01,6.78E-02,8.89E-02,1.79E-03,6.89E-03,-1.75E-01,,1.32E-02,8.61E-03,5.58E-02,6.96E-02,3.76E-02,2.42E-02,5.73E-02,7.19E-02,,,,,,,,,,,,,
729,4388,530,,CWSF,0.3,2.3E+01,3.3E+02,7.67E+00,4.48E-01,3.36E-01,3.74E-02,4.33E-02,1.79E-03,5.77E-03,-1.52E-01,,1.32E-02,1.08E-02,2.58E-02,2.85E-02,3.76E-02,3.05E-02,2.71E-02,3.01E-02,,,,,,,,,,,,,
730,4406,530,,CWSF,0.3,2.3E+01,3.3E+02,7.67E+00,4.48E-01,3.36E-01,3.74E-02,4.33E-02,1.79E-03,1.37E-03,3.51E-02,,1.32E-02,9.49E-03,4.31E-02,5.11E-02,3.76E-02,2.70E-02,4.29E-02,5.08E-02,,,,,,,,,,,,,
731,3945,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,8.40E-02,3.04E-02,1.33E-01,2.31E-01,,,,,,,,,,,,,,,,,
732,3946,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,2.15E-01,1.14E-01,8.36E-02,1.17E-01,,,,,,,,,,,,,,,,,
733,3968,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,8.40E-02,2.92E-02,1.39E-01,2.46E-01,,,,,,,,,,,,,,,,,
734,3969,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,2.39E-01,1.30E-01,8.05E-02,1.11E-01,,,,,,,,,,,,,,,,,
735,3991,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,8.40E-02,2.40E-02,1.65E-01,3.29E-01,,,,,,,,,,,,,,,,,
736,3992,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,2.39E-01,1.33E-01,7.68E-02,1.04E-01,,,,,,,,,,,,,,,,,
737,4014,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,8.40E-02,3.44E-02,1.18E-01,1.90E-01,,,,,,,,,,,,,,,,,
738,4015,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,2.39E-01,1.42E-01,6.81E-02,8.92E-02,,,,,,,,,,,,,,,,,
739,4037,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,8.40E-02,3.76E-02,1.06E-01,1.62E-01,,,,,,,,,,,,,,,,,
740,4038,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,2.39E-01,1.46E-01,6.46E-02,8.34E-02,,,,,,,,,,,,,,,,,
741,4060,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,8.40E-02,2.54E-02,1.57E-01,3.03E-01,,,,,,,,,,,,,,,,,
742,4061,514,,CWSF,0.3,1.5E+02,2.1E+03,7.60E+00,,,,,,,,,2.39E-01,1.23E-01,8.69E-02,1.23E-01,,,,,,,,,,,,,,,,,
