meta_analysis,references,study_area,longitude,latitude,water_body_type,hrt_d,water_depth_m,surface_area_m2,k_d,TN_retention_percent,temperature,cheng_cstr_k,cheng_N_load_kg_d,cheng_flow_m3_year
shen,"Zhang, 2020a",Jiangsu,119.5,32.2,wetland,2,0.09,0.27,0.72,76.3,29.6,,,
shen,"Zhang, 2020a",Jiangsu,119.5,32.2,wetland,2,0.09,0.27,0.688,74.7,25.9,,,
shen,"Zhang, 2020a",Jiangsu,119.5,32.2,wetland,2,0.09,0.27,0.62,71.1,17,,,
shen,"Zhang, 2020a",Jiangsu,119.5,32.2,wetland,2,0.09,0.27,0.543,66.3,14.3,,,
shen,"Zhang, 2020b",Guangdong,113.4,23,wetland,2,0.05,0.1,0.534,65.6,28,,,
shen,"Zhang, 2020b",Guangdong,113.4,23,wetland,1.5,0.05,0.1,0.716,65.9,28,,,
shen,"Zhang, 2020b",Guangdong,113.4,23,wetland,1,0.05,0.1,0.954,61.5,28,,,
shen,"Zhang, 2020b",Guangdong,113.4,23,wetland,0.5,0.05,0.1,1.662,56.4,28,,,
shen,"Zhang, 2020b",Guangdong,113.4,23,wetland,2,0.05,0.1,0.108,19.4,12.5,,,
shen,"Zhao et al., 2012",Jiangsu,119.4,32.2,wetland,6.4,0.55,15.25,0.091,44,1.5,,,
shen,"Zhao et al., 2016",Shanghai,121.5,31.2,wetland,1,0.6,29.9,0.674,49,,,,
shen,"Zheng et al., 2006",Jiangsu,120,31.4,wetland,3,0.6,1.8,0.124,31,13,,,
shen,"Zheng et al., 2006",Jiangsu,120,31.4,wetland,1,0.6,1.8,0.892,59,17.1,,,
shen,"Zheng et al., 2016",Shaanxi,108.9,34.4,wetland,3.6,0.7,6820,0.366,73.2,19.3,,,
shen,"Zheng et al., 2020",Hunan,113.1,27.8,wetland,82,,9300,0.019,78.1,25.8,,,
shen,"Zheng, 2020",Shanghai,121.2,30.7,wetland,1.5,0.2,12,0.609,59.9,30.7,,,
shen,"Zheng, 2020",Shanghai,121.2,30.7,wetland,1.5,0.2,12,0.136,18.5,21.6,,,
shen,"Zheng, 2020",Shanghai,121.2,30.7,wetland,1.5,0.2,12,0.044,6.4,12.1,,,
shen,"Zheng, 2020",Shanghai,121.2,30.7,wetland,3,0.2,12,0.3,59.4,30.7,,,
shen,"Zheng, 2020",Shanghai,121.2,30.7,wetland,3,0.2,12,0.144,35,21.6,,,
shen,"Zheng, 2020",Shanghai,121.2,30.7,wetland,3,0.2,12,0.06,16.5,12.1,,,
shen,"Zhong et al., 2017",Shandong,117.5,36.8,wetland,8,,2500,0.084,49,22,,,
shen,"Zhong et al., 2017",Shandong,117.5,36.8,wetland,8,,2500,0.234,84.7,26,,,
shen,"Zhong, 2018",Hebei,114.6,36.7,wetland,1.8,0.5,320,0.329,45.4,24,,,
cheng,Zhou and Hosomi  2007,Japan,,,CWUF,1.41E+00,0.6,3.00E+01,0.268,,,3.25E-01,1.62E-02,2.19E+03
shen,"Zhou et al., 2006",Jiangsu,119.9,31.3,wetland,5,0.5,80,0.047,20.8,17.7,,,
shen,"Zhou et al., 2006",Jiangsu,119.9,31.3,wetland,5,0.5,80,0.023,10.8,17.8,,,
shen,"Zhou et al., 2006",Jiangsu,119.9,31.3,wetland,4,1,20,0.07,24.4,17.5,,,
shen,"Zhou et al., 2007",Chongqing,106.5,29.6,wetland,1,0.6,0.2,0.657,48.2,31.5,,,
shen,"Zhou et al., 2013",,,,wetland,1,0.8,0.36,0.685,49.6,18,,,
shen,"Zhou et al., 2017",Jiangsu,120.8,31.5,wetland,1.2,0.5,70,1.706,86.9,31.5,,,
shen,"Zhou et al., 2018a",Hunan,112.9,28.2,wetland,25,0.4,497,0.131,96.3,19.5,,,
shen,"Zhou, 2005",Shaanxi,109,34.2,wetland,1,0.75,2.9,0.518,40.4,21.6,,,
shen,"Zhou, 2005",Shaanxi,109,34.2,wetland,3,0.75,2.9,0.271,55.6,21.6,,,
shen,"Zhou, 2005",Shaanxi,109,34.2,wetland,5,0.75,2.9,0.139,50,21.6,,,
shen,"Zhou, 2005",Shaanxi,109,34.2,wetland,7,0.75,2.9,0.078,42,21.6,,,
shen,"Zhou, 2011",Jiangxi,115.9,28.7,wetland,3.5,,5,0.291,63.9,13,,,
shen,"Zhou, 2011",Jiangxi,115.9,28.7,wetland,3.5,,5,0.331,68.6,27.3,,,
shen,"Zhou, 2012",Jiangsu,118.9,32,wetland,30,0.5,,0.077,90,24.5,,,
shen,"Zhou, 2013",Shaanxi,109,34.4,wetland,3,0.05,,0.485,76.7,22.6,,,
shen,"Zhou, 2013",Shaanxi,109,34.4,wetland,3,0.05,,0.282,57.1,6.2,,,
shen,"Zhou, 2016",Hunan,113,28.1,wetland,1.8,,4,0.317,42.6,19.7,,,
shen,"Zhu et al., 2020b",Hunan,113.4,28.5,wetland,33,,531,0.056,84.5,18.5,,,
shen,"Zhu, 2014",Jiangxi,115.9,28.7,wetland,1.1,,2.5,0.23,22,29.3,,,
shen,"Zhu, 2014",Jiangxi,115.9,28.7,wetland,5,,10,0.06,25.8,29.3,,,
shen,"Zou et al., 2016",Jiangsu,118.9,33.3,wetland,10,0.66,,0.025,22,4.8,,,
shen,"Zuo et al., 2009",,,,wetland,4,,6,0.178,51,23.5,,,
