"","intercept","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","n","model"
"1",TRUE,1.18807483029273,0.6290222446375,0.925595853002435,0.234842592695288,0.103892763887072,0.134417259079432,339,"cheng_hrt"
"2",TRUE,1.22739619075461,0.570488787803674,0.941739284742118,0.0961954858945225,0.0552834697558171,0.0582693923563048,303,"cheng_hrt_load"
"3",TRUE,1.27958935854666,0.543455976410322,0.966139193007556,0.078332293097964,0.0611289838431204,0.0503019987747359,293,"cheng_hrt_conc"
